No, Forams, ChambersAvg, AlgaeSum, Die, New
1,8,1,556.19,0,0
2,8,1,870.43,0,0
3,8,1,878.0,0,0
4,8,1,878.0,0,0
5,8,1,878.0,0,0
6,8,1,878.011229273,0,0
7,8,1,878.486229273,0,0
8,8,1,879.124932489,0,0
9,8,1,880.233703217,0,0
10,8,1,881.052428485,0,0
11,8,1,881.637428485,0,0
12,8,1,882.0,0,0
13,8,1,882.0,0,0
14,8,1,882.0,0,0
15,8,1,882.0,0,0
16,8,1,882.026864886,0,0
17,8,1,882.631864886,0,0
18,8,1,883.012289182,0,0
19,8,2,883.467289182,0,0
20,8,2,883.922289182,0,0
21,8,2,884.0,0,0
22,8,2,884.0,0,0
23,8,2,884.0,0,0
24,16,1,884.0,1,9
25,16,1,884.0,0,0
26,16,1,884.0,0,0
27,16,1,884.016912351,0,0
28,24,1,885.0,1,9
29,24,1,885.0,0,0
30,24,1,885.0,0,0
31,24,1,885.074862807,0,0
32,32,1,885.599862807,1,9
33,40,1,886.0,1,9
34,40,1,886.0,0,0
35,40,1,886.0,0,0
36,40,1,886.069232993,0,0
37,40,1,886.564232993,0,0
38,40,1,887.0,0,0
39,40,1,887.0,0,0
40,40,1,887.0,0,0
41,40,1,887.0,0,0
42,48,1,887.058383932,1,9
43,56,1,887.513383932,1,9
44,56,1,887.968383932,0,0
45,56,1,888.0,0,0
46,56,1,888.0,0,0
47,56,1,888.021445634,0,0
48,64,1,888.501094667,1,9
49,64,1,889.626903174,0,0
50,64,1,891.21710923,0,0
51,72,1,893.0,1,9
52,72,1,893.080419513,0,0
53,72,1,894.0,0,0
54,80,1,894.0,1,9
55,80,1,894.0,0,0
56,88,1,894.056123816,1,9
57,88,1,895.0,0,0
58,96,1,895.0,1,9
59,96,1,895.0,0,0
60,128,1,895.0,4,36
61,160,1,894.795,4,36
62,174,1,894.26,2,16
63,203,1,893.42,4,33
64,219,1,892.61,2,18
65,230,1,891.22,2,13
66,230,1,889.41,1,1
67,246,1,888.806102983,2,18
68,260,1,888.271102983,2,16
69,284,1,887.385,3,27
70,300,1,885.84,2,18
71,308,1,884.405,1,9
72,340,1,882.955,4,36
73,356,1,879.005,2,18
74,379,1,876.54,3,26
75,399,1,873.005,3,23
76,407,1,869.91,1,9
77,430,1,867.71,3,26
78,436,1,864.78,3,9
79,443,1,860.97335678,2,9
80,442,1,855.893293123,1,0
81,450,1,853.745224642,1,9
82,474,1,850.918268015,3,27
83,482,1,850.66,1,9
84,498,1,844.875,2,18
85,530,1,839.97,4,36
86,539,1,835.865,8,17
87,570,1,831.895144266,10,41
88,646,1,828.882958898,10,86
89,678,1,825.95,4,36
90,727,1,818.800771831,23,72
